TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"9013690","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Ascetic","","078/298","Promo","Heavily Played Foil","","","","","","0","",""
"9013691","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Ascetic","","078/298","Promo","Damaged Foil","","","","","","0","",""
"9011867","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk","","257/298","Promo","Near Mint Foil","12.23","","11.3000","11.3000","","0","",""
"9011868","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk","","257/298","Promo","Lightly Played Foil","5.95","","22.0000","20.0000","","0","",""
"9011869","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk","","257/298","Promo","Moderately Played Foil","","","","","","0","",""
"9011870","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk","","257/298","Promo","Heavily Played Foil","","","","","","0","",""
"9011871","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk","","257/298","Promo","Damaged Foil","","","","","","0","",""
"9055276","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Best Of)","","257/298","Promo","Near Mint Foil","1362.50","","","","","0","",""
"9055277","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Best Of)","","257/298","Promo","Lightly Played Foil","","","","","","0","",""
"9055278","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Best Of)","","257/298","Promo","Moderately Played Foil","","","","","","0","",""
"9055279","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Best Of)","","257/298","Promo","Heavily Played Foil","","","","","","0","",""
"9055280","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Best Of)","","257/298","Promo","Damaged Foil","","","","","","0","",""
"9244753","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Prize Wall)","","257/298","Promo","Near Mint","1024.98","","4998.9900","4998.0000","","0","",""
"9244754","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Prize Wall)","","257/298","Promo","Lightly Played","","","","","","0","",""
"9244755","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Prize Wall)","","257/298","Promo","Moderately Played","","","","","","0","",""
"9244756","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Prize Wall)","","257/298","Promo","Heavily Played","","","","","","0","",""
"9244757","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Blind Monk (Metal) (Prize Wall)","","257/298","Promo","Damaged","","","","","","0","",""
"9280914","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Centered","","151b/298","Rare","Near Mint Foil","75.19","","71.9900","70.0000","","0","",""
"9280915","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Centered","","151b/298","Rare","Lightly Played Foil","57.17","","66.9900","65.0000","","0","",""
"9280916","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Centered","","151b/298","Rare","Moderately Played Foil","","","","","","0","",""
"9280917","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Centered","","151b/298","Rare","Heavily Played Foil","","","","","","0","",""
"9280918","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lee Sin, Centered","","151b/298","Rare","Damaged Foil","","","","","","0","",""
"9011852","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn","","261/298","Promo","Near Mint Foil","30.00","","55.0000","55.0000","","0","",""
"9011853","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn","","261/298","Promo","Lightly Played Foil","9.09","","71.2600","69.9900","","0","",""
"9011854","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn","","261/298","Promo","Moderately Played Foil","","","","","","0","",""
"9011855","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn","","261/298","Promo","Heavily Played Foil","","","","","","0","",""
"9011856","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn","","261/298","Promo","Damaged Foil","","","","","","0","",""
"9055286","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Best Of)","","261/298","Promo","Near Mint Foil","1222.00","","","","","0","",""
"9055287","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Best Of)","","261/298","Promo","Lightly Played Foil","","","","","","0","",""
"9055288","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Best Of)","","261/298","Promo","Moderately Played Foil","","","","","","0","",""
"9055289","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Best Of)","","261/298","Promo","Heavily Played Foil","","","","","","0","",""
"9055290","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Best Of)","","261/298","Promo","Damaged Foil","","","","","","0","",""
"9244763","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Prize Wall)","","261/298","Promo","Near Mint","1499.99","","3000.0000","3000.0000","","0","",""
"9244764","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Prize Wall)","","261/298","Promo","Lightly Played","","","","","","0","",""
"9244765","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Prize Wall)","","261/298","Promo","Moderately Played","","","","","","0","",""
"9244766","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Prize Wall)","","261/298","Promo","Heavily Played","","","","","","0","",""
"9244767","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Leona, Radiant Dawn (Metal) (Prize Wall)","","261/298","Promo","Damaged","","","","","","0","",""
"9316466","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Bashful Bloom (Metal) (Prize Wall)","","189/219","Promo","Near Mint","1450.00","","2910.0000","2910.0000","","0","",""
"9316467","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Bashful Bloom (Metal) (Prize Wall)","","189/219","Promo","Lightly Played","","","","","","0","",""
"9316468","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Bashful Bloom (Metal) (Prize Wall)","","189/219","Promo","Moderately Played","","","","","","0","",""
"9316469","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Bashful Bloom (Metal) (Prize Wall)","","189/219","Promo","Heavily Played","","","","","","0","",""
"9316470","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Bashful Bloom (Metal) (Prize Wall)","","189/219","Promo","Damaged","","","","","","0","",""
"9402770","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams","","058/219","Promo","Near Mint Foil","4.57","","4.9900","3.5000","","0","",""
"9402771","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams","","058/219","Promo","Lightly Played Foil","6.74","","5.1300","3.6400","","0","",""
"9402772","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams","","058/219","Promo","Moderately Played Foil","","","","","","0","",""
"9402773","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams","","058/219","Promo","Heavily Played Foil","","","","","","0","",""
"9402774","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams","","058/219","Promo","Damaged Foil","","","","","","0","",""
"9402775","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams (Champion)","","058/219","Promo","Near Mint Foil","143.04","","130.9700","130.9700","","0","",""
"9402776","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams (Champion)","","058/219","Promo","Lightly Played Foil","140.00","","130.9800","130.9800","","0","",""
"9402777","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams (Champion)","","058/219","Promo","Moderately Played Foil","","","","","","0","",""
"9402778","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams (Champion)","","058/219","Promo","Heavily Played Foil","","","","","","0","",""
"9402779","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lillia, Protector of Dreams (Champion)","","058/219","Promo","Damaged Foil","","","","","","0","",""
"9195929","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Long Sword (Top 8)","","022/221","Promo","Near Mint Foil","0.59","","2.0600","0.5700","","0","",""
"9195930","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Long Sword (Top 8)","","022/221","Promo","Lightly Played Foil","2.40","","2.9900","1.5000","","0","",""
"9195931","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Long Sword (Top 8)","","022/221","Promo","Moderately Played Foil","","","","","","0","",""
"9195932","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Long Sword (Top 8)","","022/221","Promo","Heavily Played Foil","","","","","","0","",""
"9195933","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Long Sword (Top 8)","","022/221","Promo","Damaged Foil","","","","","","0","",""
"9289636","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Loyal Poro","","156/219","Promo","Near Mint Foil","1.17","","2.3400","0.8500","","0","",""
"9289637","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Loyal Poro","","156/219","Promo","Lightly Played Foil","0.96","","2.4900","1.0000","","0","",""
"9289638","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Loyal Poro","","156/219","Promo","Moderately Played Foil","","","","","","0","",""
"9289639","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Loyal Poro","","156/219","Promo","Heavily Played Foil","","","","","","0","",""
"9289640","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Loyal Poro","","156/219","Promo","Damaged Foil","","","","","","0","",""
"9193868","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Best Of)","","183/221","Promo","Near Mint Foil","","","","","","0","",""
"9193869","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Best Of)","","183/221","Promo","Lightly Played Foil","","","","","","0","",""
"9193870","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Best Of)","","183/221","Promo","Moderately Played Foil","","","","","","0","",""
"9193871","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Best Of)","","183/221","Promo","Heavily Played Foil","","","","","","0","",""
"9193872","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Best Of)","","183/221","Promo","Damaged Foil","","","","","","0","",""
"9244843","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Prize Wall)","","183/221","Promo","Near Mint","1350.00","","1900.9900","1900.0000","","0","",""
"9244844","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Prize Wall)","","183/221","Promo","Lightly Played","","","","","","0","",""
"9244845","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Prize Wall)","","183/221","Promo","Moderately Played","","","","","","0","",""
"9244846","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Prize Wall)","","183/221","Promo","Heavily Played","","","","","","0","",""
"9244847","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lucian, Purifier (Metal) (Prize Wall)","","183/221","Promo","Damaged","","","","","","0","",""
"9289591","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lunar Boon","","125/219","Promo","Near Mint Foil","0.43","","1.7400","0.2500","","0","",""
"9289592","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lunar Boon","","125/219","Promo","Lightly Played Foil","","","1.9900","0.5000","","0","",""
"9289593","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lunar Boon","","125/219","Promo","Moderately Played Foil","","","","","","0","",""
"9289594","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lunar Boon","","125/219","Promo","Heavily Played Foil","","","","","","0","",""
"9289595","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lunar Boon","","125/219","Promo","Damaged Foil","","","","","","0","",""
"9167529","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Crownguard","","014/024","Promo","Near Mint Foil","48.97","","46.7500","46.7500","","0","",""
"9167530","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Crownguard","","014/024","Promo","Lightly Played Foil","26.95","","36.8500","35.8600","","0","",""
"9167531","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Crownguard","","014/024","Promo","Moderately Played Foil","","","","","","0","",""
"9167532","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Crownguard","","014/024","Promo","Heavily Played Foil","","","","","","0","",""
"9167533","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Crownguard","","014/024","Promo","Damaged Foil","","","","","","0","",""
"9165504","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Illuminated","","006/024","Promo","Near Mint Foil","17.61","","16.0000","16.0000","","0","",""
"9165505","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Illuminated","","006/024","Promo","Lightly Played Foil","4.47","","17.0000","17.0000","","0","",""
"9165506","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Illuminated","","006/024","Promo","Moderately Played Foil","","","","","","0","",""
"9165507","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Illuminated","","006/024","Promo","Heavily Played Foil","","","","","","0","",""
"9165508","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Illuminated","","006/024","Promo","Damaged Foil","","","","","","0","",""
"9163319","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity","","021/024","Promo","Near Mint Foil","45.31","","75.0000","73.0100","","0","",""
"9163320","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity","","021/024","Promo","Lightly Played Foil","30.36","","202.5000","200.0000","","0","",""
"9163321","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity","","021/024","Promo","Moderately Played Foil","","","","","","0","",""
"9163322","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity","","021/024","Promo","Heavily Played Foil","","","","","","0","",""
"9163323","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity","","021/024","Promo","Damaged Foil","","","","","","0","",""
"9055323","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Best Of)","","021/024","Rare","Near Mint Foil","1575.00","","","","","0","",""
"9055324","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Best Of)","","021/024","Rare","Lightly Played Foil","","","","","","0","",""
"9055325","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Best Of)","","021/024","Rare","Moderately Played Foil","","","","","","0","",""
"9055326","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Best Of)","","021/024","Rare","Heavily Played Foil","","","","","","0","",""
"9055327","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Best Of)","","021/024","Rare","Damaged Foil","","","","","","0","",""
"9244798","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Prize Wall)","","021/024","Rare","Near Mint","2850.00","","20000.0000","20000.0000","","0","",""
"9244799","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Prize Wall)","","021/024","Rare","Lightly Played","","","","","","0","",""
"9244800","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Prize Wall)","","021/024","Rare","Moderately Played","","","","","","0","",""
"9244801","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Prize Wall)","","021/024","Rare","Heavily Played","","","","","","0","",""
"9244802","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Lux, Lady of Luminosity (Metal) (Prize Wall)","","021/024","Rare","Damaged","","","","","","0","",""
"9166139","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Honed","","009/024","Promo","Near Mint Foil","19.92","","13.9900","13.9900","","0","",""
"9166140","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Honed","","009/024","Promo","Lightly Played Foil","13.31","","14.0000","14.0000","","0","",""
"9166141","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Honed","","009/024","Promo","Moderately Played Foil","","","","","","0","",""
"9166142","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Honed","","009/024","Promo","Heavily Played Foil","","","","","","0","",""
"9166143","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Honed","","009/024","Promo","Damaged Foil","","","","","","0","",""
"9165274","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Meditative","","004/024","Promo","Near Mint Foil","3.75","","4.9300","3.4400","","0","",""
"9165275","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Meditative","","004/024","Promo","Lightly Played Foil","4.67","","4.7900","3.3000","","0","",""
"9165276","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Meditative","","004/024","Promo","Moderately Played Foil","","","","","","0","",""
"9165277","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Meditative","","004/024","Promo","Heavily Played Foil","","","","","","0","",""
"9165278","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Meditative","","004/024","Promo","Damaged Foil","","","","","","0","",""
"9163129","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman","","019/024","Promo","Near Mint Foil","42.13","","41.8900","41.8900","","0","",""
"9163130","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman","","019/024","Promo","Lightly Played Foil","35.61","","43.9400","43.9400","","0","",""
"9163131","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman","","019/024","Promo","Moderately Played Foil","","","","","","0","",""
"9163132","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman","","019/024","Promo","Heavily Played Foil","","","","","","0","",""
"9163133","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman","","019/024","Promo","Damaged Foil","","","","","","0","",""
"9055318","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Best Of)","","019/024","Promo","Near Mint Foil","1581.58","","","","","0","",""
"9055319","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Best Of)","","019/024","Promo","Lightly Played Foil","","","","","","0","",""
"9055320","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Best Of)","","019/024","Promo","Moderately Played Foil","","","","","","0","",""
"9055321","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Best Of)","","019/024","Promo","Heavily Played Foil","","","","","","0","",""
"9055322","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Best Of)","","019/024","Promo","Damaged Foil","","","","","","0","",""
"9244793","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Prize Wall)","","019/024","Promo","Near Mint","2222.91","","2701.4900","2700.0000","","0","",""
"9244794","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Prize Wall)","","019/024","Promo","Lightly Played","","","","","","0","",""
"9244795","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Prize Wall)","","019/024","Promo","Moderately Played","","","","","","0","",""
"9244796","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Prize Wall)","","019/024","Promo","Heavily Played","","","","","","0","",""
"9244797","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Bladesman (Metal) (Prize Wall)","","019/024","Promo","Damaged","","","","","","0","",""
"9316471","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Master (Metal) (Prize Wall)","","191/219","Promo","Near Mint","","","","","","0","",""
"9316472","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Master (Metal) (Prize Wall)","","191/219","Promo","Lightly Played","","","","","","0","",""
"9316473","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Master (Metal) (Prize Wall)","","191/219","Promo","Moderately Played","","","","","","0","",""
"9316474","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Master (Metal) (Prize Wall)","","191/219","Promo","Heavily Played","","","","","","0","",""
"9316475","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Master Yi, Wuju Master (Metal) (Prize Wall)","","191/219","Promo","Damaged","","","","","","0","",""
"9449015","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mel, Newly Awakened","","069b/166","Epic","Near Mint Foil","353.42","","326.3100","325.0000","","0","",""
"9449016","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mel, Newly Awakened","","069b/166","Epic","Lightly Played Foil","","","316.2800","314.9900","","0","",""
"9449017","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mel, Newly Awakened","","069b/166","Epic","Moderately Played Foil","","","","","","0","",""
"9449018","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mel, Newly Awakened","","069b/166","Epic","Heavily Played Foil","","","","","","0","",""
"9449019","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mel, Newly Awakened","","069b/166","Epic","Damaged Foil","","","","","","0","",""
"9011902","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune","","089b/298","Promo","Near Mint Foil","5.98","","6.9900","6.0000","","0","",""
"9011903","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune","","089b/298","Promo","Lightly Played Foil","7.03","","11.2400","7.2500","","0","",""
"9011904","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune","","089b/298","Promo","Moderately Played Foil","","","","","","0","",""
"9011905","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune","","089b/298","Promo","Heavily Played Foil","","","","","","0","",""
"9011906","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune","","089b/298","Promo","Damaged Foil","4.00","","","","","0","",""
"9342234","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (R03c)","","R03c","Promo","Near Mint","20.68","","18.9900","18.9900","","0","",""
"9342235","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (R03c)","","R03c","Promo","Lightly Played","","","","","","0","",""
"9342236","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (R03c)","","R03c","Promo","Moderately Played","","","","","","0","",""
"9342237","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (R03c)","","R03c","Promo","Heavily Played","","","","","","0","",""
"9342238","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (R03c)","","R03c","Promo","Damaged","","","","","","0","",""
"9447589","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (Vendetta)","","R03b","Common","Near Mint Foil","16.18","","14.8500","14.8500","","0","",""
"9447590","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (Vendetta)","","R03b","Common","Lightly Played Foil","","","","","","0","",""
"9447591","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (Vendetta)","","R03b","Common","Moderately Played Foil","","","","","","0","",""
"9447592","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (Vendetta)","","R03b","Common","Heavily Played Foil","","","","","","0","",""
"9447593","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Mind Rune (Vendetta)","","R03b","Common","Damaged Foil","","","","","","0","",""
"9011842","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Miss Fortune, Bounty Hunter","","267/298","Promo","Near Mint Foil","37.41","","42.8900","42.8900","","0","",""
"9011843","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Miss Fortune, Bounty Hunter","","267/298","Promo","Lightly Played Foil","18.36","","60.0000","60.0000","","0","",""
"9011844","Riftbound League of Legends Trading Card Game","Riftbound Organized Play Promotional Cards","Miss Fortune, Bounty Hunter","","267/298","Promo","Moderately Played Foil","","","","","","0","",""
